| min_x | final_x | max_x | max_abs_x | min_y | final_y | max_y | max_abs_y |
| -19 | 82 | 100 | 100 | -91 | 54 | 60 | 91 |
| -126 | -106 | 4 | 126 | -37 | 68 | 72 | 72 |
| -36 | -30 | 52 | 52 | -15 | 26 | 56 | 56 |
| -13 | 61 | 78 | 78 | -52 | -21 | 39 | 52 |
| -1 | 66 | 108 | 108 | -99 | -66 | 5 | 99 |
| -12 | 63 | 83 | 83 | -51 | -9 | 37 | 51 |
| -117 | -99 | 5 | 117 | -124 | -109 | 33 | 124 |
| -33 | 21 | 77 | 77 | -91 | -83 | 12 | 91 |
| -26 | 24 | 71 | 71 | -37 | 28 | 42 | 42 |
| -56 | -27 | 32 | 56 | -100 | 13 | 36 | 100 |
| -59 | -14 | 31 | 59 | -61 | -36 | 15 | 61 |
| -55 | 3 | 36 | 55 | -3 | 99 | 151 | 151 |
| -14 | 72 | 83 | 83 | -55 | -46 | 22 | 55 |
| -163 | -144 | 14 | 163 | -35 | 56 | 60 | 60 |
| -164 | -163 | 17 | 164 | -53 | -19 | 41 | 53 |
| -35 | 7 | 74 | 74 | -19 | 51 | 93 | 93 |
| -31 | -17 | 33 | 33 | -152 | -149 | 45 | 152 |
| -28 | 173 | 175 | 175 | -8 | 159 | 165 | 165 |
| -30 | 41 | 62 | 62 | -78 | -55 | 33 | 78 |
| -9 | 101 | 128 | 128 | -79 | -31 | 19 | 79 |
| -8 | 64 | 98 | 98 | -73 | -32 | 8 | 73 |
| -116 | -98 | 3 | 116 | -31 | 112 | 120 | 120 |
| -95 | -74 | 1 | 95 | -56 | -56 | 54 | 56 |
| -16 | 128 | 152 | 152 | -59 | -58 | 31 | 59 |
| -156 | -141 | 0 | 156 | -16 | 55 | 85 | 85 |
| -23 | 50 | 60 | 60 | -27 | 48 | 61 | 61 |
| -4 | 8 | 92 | 92 | -146 | -130 | 13 | 146 |
| -7 | 72 | 82 | 82 | -22 | -8 | 70 | 70 |
| -153 | -153 | 2 | 153 | -6 | 47 | 94 | 94 |
| -178 | -178 | 10 | 178 | -11 | 180 | 201 | 201 |
| -138 | -131 | 50 | 138 | -111 | -81 | 15 | 111 |
| -45 | 46 | 49 | 49 | -93 | -56 | 44 | 93 |
| -19 | 5 | 66 | 66 | -67 | -41 | 43 | 67 |
| -60 | -36 | 54 | 60 | -126 | -94 | 6 | 126 |
| -7 | 81 | 99 | 99 | -14 | 83 | 94 | 94 |
| -71 | 15 | 49 | 71 | -56 | 25 | 36 | 56 |
| -39 | 150 | 150 | 150 | -73 | -42 | 2 | 73 |
| -25 | 43 | 109 | 109 | -51 | -43 | 78 | 78 |
| -30 | -8 | 21 | 30 | -133 | -130 | 24 | 133 |
| -40 | -22 | 45 | 45 | -27 | -22 | 73 | 73 |
| -11 | 64 | 111 | 111 | -152 | -92 | 17 | 152 |
| -101 | -29 | 1 | 101 | -104 | -43 | 3 | 104 |
| -24 | 134 | 159 | 159 | -132 | -116 | 23 | 132 |
| -61 | 21 | 39 | 61 | -6 | 95 | 134 | 134 |
| -21 | 93 | 117 | 117 | -28 | 45 | 62 | 62 |
| -50 | -18 | 24 | 50 | -94 | -94 | 31 | 94 |
| -38 | 7 | 47 | 47 | -33 | -15 | 63 | 63 |
| -56 | 5 | 39 | 56 | -53 | 63 | 67 | 67 |
| -18 | 76 | 99 | 99 | -128 | -38 | 6 | 128 |
| -150 | -146 | 4 | 150 | -74 | -52 | 40 | 74 |
| -95 | -78 | 6 | 95 | -36 | 30 | 66 | 66 |
| -124 | -112 | 19 | 124 | -5 | 118 | 134 | 134 |
| -55 | -33 | 17 | 55 | -30 | 95 | 107 | 107 |
| -24 | 55 | 78 | 78 | -49 | 37 | 46 | 49 |
| -33 | 14 | 29 | 33 | -68 | 14 | 25 | 68 |
| -15 | -5 | 106 | 106 | -37 | -5 | 36 | 37 |
| -48 | -30 | 42 | 48 | -45 | -28 | 73 | 73 |
| -49 | 17 | 34 | 49 | -23 | 21 | 62 | 62 |
| -42 | -34 | 29 | 42 | -66 | -54 | 58 | 66 |
| -67 | -43 | 13 | 67 | -164 | -1 | 10 | 164 |
| -125 | -121 | 1 | 125 | -91 | -81 | 12 | 91 |
| -36 | 51 | 64 | 64 | -92 | -69 | 27 | 92 |
| -29 | -4 | 65 | 65 | -197 | -172 | 12 | 197 |
| -85 | -83 | 19 | 85 | -59 | -43 | 19 | 59 |
| -58 | -20 | 43 | 58 | -77 | -70 | 26 | 77 |
| -136 | -100 | 5 | 136 | -58 | -2 | 30 | 58 |
| -4 | 129 | 143 | 143 | -64 | -45 | 99 | 99 |
| -97 | -68 | 21 | 97 | -1 | 52 | 89 | 89 |
| -90 | -34 | 16 | 90 | -66 | -40 | 59 | 66 |
| -63 | -3 | 23 | 63 | -92 | -15 | 24 | 92 |
| -32 | 32 | 60 | 60 | -151 | -150 | 13 | 151 |
| -133 | -66 | 13 | 133 | -38 | -6 | 47 | 47 |
| -9 | 142 | 157 | 157 | -121 | -92 | 44 | 121 |
| -38 | 4 | 38 | 38 | -82 | -42 | 7 | 82 |
| -2 | 13 | 103 | 103 | -43 | 19 | 49 | 49 |
| -107 | -82 | 10 | 107 | -44 | 152 | 153 | 153 |
| -33 | -4 | 31 | 33 | -7 | 36 | 88 | 88 |
| -26 | 131 | 133 | 133 | -99 | -53 | 26 | 99 |
| -170 | -128 | 4 | 170 | -58 | -48 | 37 | 58 |
| -13 | 75 | 87 | 87 | -18 | 59 | 70 | 70 |
| -53 | -30 | 30 | 53 | -12 | 110 | 115 | 115 |
| -29 | -12 | 49 | 49 | -5 | 28 | 85 | 85 |
| -20 | 33 | 81 | 81 | -115 | -83 | 3 | 115 |
| -87 | -61 | 47 | 87 | -126 | -125 | 23 | 126 |
| -58 | 98 | 105 | 105 | -37 | 62 | 63 | 63 |
| -88 | -60 | 34 | 88 | -26 | 72 | 109 | 109 |
| -91 | -84 | 35 | 91 | -43 | -2 | 35 | 43 |
| -71 | 40 | 64 | 71 | -169 | -156 | 3 | 169 |
| -6 | 47 | 86 | 86 | -22 | 73 | 127 | 127 |
| -24 | 3 | 54 | 54 | -10 | 31 | 156 | 156 |
| -124 | -122 | 8 | 124 | -44 | 18 | 36 | 44 |
| -27 | 108 | 121 | 121 | -129 | -98 | 4 | 129 |
| -2 | 89 | 102 | 102 | -69 | -17 | 17 | 69 |
| -29 | -9 | 45 | 45 | -98 | -73 | 2 | 98 |
| -27 | 71 | 83 | 83 | -13 | 23 | 51 | 51 |
| -29 | 1 | 55 | 55 | -160 | -153 | 33 | 160 |
| -34 | 81 | 82 | 82 | -38 | -9 | 24 | 38 |
| -149 | -122 | 5 | 149 | -25 | 56 | 64 | 64 |
| -11 | 121 | 167 | 167 | -55 | -21 | 38 | 55 |
| -88 | -18 | 11 | 88 | -39 | -14 | 63 | 63 |
| -18 | 54 | 54 | 54 | -37 | 12 | 28 | 37 |
| -6 | 73 | 105 | 105 | -56 | -5 | 30 | 56 |
| -33 | 80 | 82 | 82 | -8 | 50 | 61 | 61 |
| -80 | -65 | 24 | 80 | -62 | -23 | 21 | 62 |
| -18 | 83 | 112 | 112 | -49 | -9 | 27 | 49 |
| -1 | 130 | 152 | 152 | -7 | 154 | 166 | 166 |
| -32 | 90 | 101 | 101 | -42 | -12 | 39 | 42 |
| -35 | -13 | 63 | 63 | -111 | -101 | 0 | 111 |
| -105 | -70 | 77 | 105 | -68 | -32 | 8 | 68 |
| -115 | -114 | 15 | 115 | -2 | 58 | 97 | 97 |
| -108 | -72 | 34 | 108 | -65 | -54 | 7 | 65 |
| -10 | 77 | 127 | 127 | 0 | 13 | 73 | 73 |
| -124 | -103 | 4 | 124 | -89 | -81 | 9 | 89 |
| 0 | 140 | 212 | 212 | -55 | -26 | 17 | 55 |
| -18 | 18 | 90 | 90 | -58 | -4 | 34 | 58 |
| -14 | 39 | 70 | 70 | -50 | -1 | 13 | 50 |
| -11 | 46 | 81 | 81 | -109 | -96 | 72 | 109 |
| -186 | -185 | 6 | 186 | -3 | 57 | 125 | 125 |
| -29 | 4 | 45 | 45 | -122 | -92 | 4 | 122 |
| -72 | -62 | 31 | 72 | -28 | 50 | 77 | 77 |
| -42 | 134 | 144 | 144 | -27 | 50 | 61 | 61 |
| -23 | 27 | 39 | 39 | -87 | 21 | 26 | 87 |
| -94 | -81 | 4 | 94 | -8 | 39 | 77 | 77 |
| -10 | 114 | 126 | 126 | -26 | 60 | 105 | 105 |
| -42 | -25 | 43 | 43 | -56 | 59 | 71 | 71 |
| -9 | 75 | 86 | 86 | -77 | -17 | 21 | 77 |
| -128 | -105 | 8 | 128 | -107 | -101 | 58 | 107 |
| -18 | 3 | 39 | 39 | -12 | 57 | 132 | 132 |
| -64 | -41 | 44 | 64 | -49 | 3 | 30 | 49 |
| -51 | 10 | 31 | 51 | -108 | 32 | 52 | 108 |
| -69 | -37 | 48 | 69 | -81 | -47 | 3 | 81 |
| -53 | 18 | 32 | 53 | -8 | 30 | 101 | 101 |
| -104 | -100 | 37 | 104 | -55 | 16 | 61 | 61 |
| -42 | 43 | 50 | 50 | -27 | 15 | 68 | 68 |
| -40 | 21 | 51 | 51 | -78 | -11 | 29 | 78 |
| -14 | 44 | 48 | 48 | -18 | 74 | 144 | 144 |
| -17 | 16 | 80 | 80 | -114 | -62 | 10 | 114 |
| -51 | 2 | 25 | 51 | -129 | -18 | 6 | 129 |
| -36 | 1 | 32 | 36 | -23 | -11 | 51 | 51 |
| -77 | -30 | 18 | 77 | -3 | 34 | 107 | 107 |
| -19 | 80 | 112 | 112 | -45 | -18 | 38 | 45 |
| -83 | -13 | 22 | 83 | -7 | 107 | 133 | 133 |
| -25 | 64 | 64 | 64 | -54 | 30 | 61 | 61 |
| -28 | -10 | 49 | 49 | -36 | 38 | 46 | 46 |
| -59 | -38 | 26 | 59 | -11 | 54 | 107 | 107 |
| -2 | 123 | 153 | 153 | -100 | -61 | 20 | 100 |
| -110 | -101 | 16 | 110 | -42 | -29 | 30 | 42 |
| -115 | -106 | 9 | 115 | -8 | 124 | 125 | 125 |
| -39 | -18 | 63 | 63 | -78 | -48 | 8 | 78 |
| -49 | -24 | 24 | 49 | -79 | -54 | 27 | 79 |
| -61 | -50 | 32 | 61 | -46 | 64 | 95 | 95 |
| -23 | -18 | 54 | 54 | -23 | 12 | 48 | 48 |
| -20 | 60 | 120 | 120 | -79 | -46 | 27 | 79 |
| -93 | -32 | 0 | 93 | -40 | 26 | 68 | 68 |
| -9 | 111 | 141 | 141 | -88 | -55 | 11 | 88 |
| -12 | 153 | 169 | 169 | -76 | -51 | 21 | 76 |
| -10 | 151 | 196 | 196 | -68 | -9 | 30 | 68 |
| -29 | 35 | 49 | 49 | -30 | 11 | 43 | 43 |
| -187 | -63 | 2 | 187 | -16 | 93 | 106 | 106 |
| -91 | -58 | 14 | 91 | -50 | -16 | 52 | 52 |
| -100 | -89 | 27 | 100 | -12 | 125 | 148 | 148 |
| -108 | -5 | 24 | 108 | -25 | 63 | 77 | 77 |
| -70 | -42 | 46 | 70 | -56 | 90 | 95 | 95 |
| -64 | 34 | 36 | 64 | -35 | 12 | 33 | 35 |
| -39 | 103 | 103 | 103 | -23 | 29 | 65 | 65 |
| -4 | 131 | 132 | 132 | -3 | 23 | 122 | 122 |
| -32 | 65 | 91 | 91 | -95 | -25 | 10 | 95 |
| -31 | 12 | 40 | 40 | -83 | -74 | 29 | 83 |
| -107 | -72 | 31 | 107 | -34 | 88 | 89 | 89 |
| -101 | -66 | 59 | 101 | -2 | 76 | 108 | 108 |
| -68 | -29 | 15 | 68 | -7 | 41 | 61 | 61 |
| -69 | -57 | 3 | 69 | -53 | -19 | 44 | 53 |
| -71 | -40 | 42 | 71 | -40 | 84 | 124 | 124 |
| -120 | -117 | 12 | 120 | -25 | 33 | 73 | 73 |
| -37 | -6 | 93 | 93 | -43 | 16 | 40 | 43 |
| 1 | 111 | 113 | 113 | -15 | 137 | 190 | 190 |
| -26 | -13 | 36 | 36 | -23 | 5 | 69 | 69 |
| -46 | -16 | 15 | 46 | -62 | -46 | 32 | 62 |
| -21 | 26 | 77 | 77 | -31 | 56 | 60 | 60 |
| -12 | 16 | 72 | 72 | -16 | 152 | 167 | 167 |
| -102 | -100 | 42 | 102 | -63 | 10 | 66 | 66 |
| -75 | -23 | 6 | 75 | -46 | 31 | 83 | 83 |
| -61 | -50 | 63 | 63 | -158 | -106 | 1 | 158 |
| -16 | 90 | 121 | 121 | -72 | -34 | 12 | 72 |
| -46 | -17 | 46 | 46 | -102 | -87 | 23 | 102 |
| -126 | -56 | 3 | 126 | -61 | -34 | 12 | 61 |
| -41 | 82 | 82 | 82 | -69 | -14 | 12 | 69 |
| -193 | -185 | 13 | 193 | -42 | -15 | 61 | 61 |
| -50 | -15 | 38 | 50 | -27 | 57 | 63 | 63 |
| -97 | -94 | 61 | 97 | -91 | -26 | -1 | 91 |
| -48 | 7 | 59 | 59 | -19 | 13 | 55 | 55 |
| -3 | 15 | 76 | 76 | -12 | 21 | 100 | 100 |
| -83 | -83 | 24 | 83 | -44 | 29 | 41 | 44 |
| -54 | -46 | 32 | 54 | -54 | -8 | 28 | 54 |
| -26 | -4 | 52 | 52 | -60 | -32 | 9 | 60 |
| -9 | 113 | 116 | 116 | -1 | 103 | 131 | 131 |
| -27 | 92 | 118 | 118 | -83 | -80 | 7 | 83 |
| -28 | 101 | 117 | 117 | -11 | 41 | 55 | 55 |
| -43 | 52 | 72 | 72 | -10 | 130 | 170 | 170 |
| -33 | 31 | 61 | 61 | -110 | -59 | 18 | 110 |
| -6 | 41 | 139 | 139 | -85 | -13 | 16 | 85 |
| -47 | 42 | 59 | 59 | -91 | 16 | 53 | 91 |
| -8 | 67 | 85 | 85 | -56 | 3 | 15 | 56 |
| -67 | -3 | 10 | 67 | -47 | 3 | 27 | 47 |
| -65 | -42 | 6 | 65 | -42 | -2 | 58 | 58 |
| -91 | -68 | 52 | 91 | -100 | -78 | 18 | 100 |
| -33 | -29 | 70 | 70 | -64 | -39 | 11 | 64 |
| -29 | -9 | 51 | 51 | -49 | -5 | 51 | 51 |
| -5 | 181 | 212 | 212 | -41 | 107 | 115 | 115 |
| -113 | -59 | 9 | 113 | -32 | 21 | 39 | 39 |
| -72 | -20 | 20 | 72 | -108 | -18 | 5 | 108 |
| -49 | -7 | 22 | 49 | -44 | 145 | 160 | 160 |
| -98 | -32 | 13 | 98 | -66 | -30 | 15 | 66 |
| -87 | -36 | 25 | 87 | -5 | 118 | 169 | 169 |
| -61 | -50 | 21 | 61 | -21 | 72 | 113 | 113 |
| -74 | -60 | 16 | 74 | -40 | 94 | 104 | 104 |
| -91 | -87 | 28 | 91 | -65 | -49 | 29 | 65 |
| -177 | -103 | 6 | 177 | -14 | -1 | 59 | 59 |
| -42 | -12 | 36 | 42 | -60 | -28 | 18 | 60 |
| -3 | 142 | 153 | 153 | -31 | 56 | 64 | 64 |
| -34 | -2 | 27 | 34 | -80 | -36 | 11 | 80 |
| -14 | 70 | 160 | 160 | -44 | -44 | 46 | 46 |
| -10 | 54 | 85 | 85 | -85 | -42 | 10 | 85 |
| -25 | 76 | 117 | 117 | -91 | -84 | 8 | 91 |
| -42 | 33 | 42 | 42 | -224 | -209 | 9 | 224 |
| -122 | -117 | 27 | 122 | -64 | -63 | 31 | 64 |
| -15 | 90 | 91 | 91 | -33 | 18 | 62 | 62 |
| -75 | -28 | 23 | 75 | -55 | 42 | 63 | 63 |
| -53 | 32 | 46 | 53 | -11 | -10 | 102 | 102 |
| -82 | -25 | 32 | 82 | -27 | 29 | 34 | 34 |
| -25 | 85 | 88 | 88 | -22 | 51 | 74 | 74 |
| -117 | -87 | 4 | 117 | -65 | -35 | 5 | 65 |
| -29 | 5 | 49 | 49 | -99 | -63 | 3 | 99 |
| -69 | 64 | 69 | 69 | -7 | 60 | 67 | 67 |
| -21 | 37 | 68 | 68 | -203 | -173 | 2 | 203 |
| -25 | -25 | 114 | 114 | -31 | 147 | 154 | 154 |
| -32 | 35 | 68 | 68 | -55 | -37 | 10 | 55 |
| -119 | -87 | 35 | 119 | -24 | 71 | 93 | 93 |
| -60 | -8 | 11 | 60 | -126 | -92 | 21 | 126 |
| -31 | 11 | 57 | 57 | -85 | -71 | 21 | 85 |
| -101 | -5 | 8 | 101 | -121 | -103 | 6 | 121 |
| -81 | -52 | 2 | 81 | -2 | 192 | 197 | 197 |
| -10 | 36 | 88 | 88 | -44 | -20 | 10 | 44 |
| -21 | -15 | 66 | 66 | -113 | -99 | 29 | 113 |
| -11 | 161 | 176 | 176 | -84 | 11 | 22 | 84 |
| -45 | 5 | 13 | 45 | -122 | -109 | 39 | 122 |
| -126 | -118 | 20 | 126 | -21 | -14 | 49 | 49 |
| -88 | -57 | 14 | 88 | -5 | 127 | 156 | 156 |
| -57 | 27 | 41 | 57 | -148 | -117 | 17 | 148 |
| -130 | -97 | 14 | 130 | -66 | -55 | 39 | 66 |
| -1 | 76 | 117 | 117 | -27 | 12 | 20 | 27 |
| -47 | -35 | 25 | 47 | 1 | 43 | 132 | 132 |
| -73 | -46 | 14 | 73 | -9 | 44 | 74 | 74 |
| -15 | 55 | 72 | 72 | -52 | -13 | 53 | 53 |
| -122 | -117 | 10 | 122 | -120 | -103 | 34 | 120 |
| -15 | 65 | 120 | 120 | -54 | -5 | 29 | 54 |
| -139 | -54 | 9 | 139 | -5 | 56 | 70 | 70 |
| -54 | 53 | 58 | 58 | -37 | -5 | 46 | 46 |
| -26 | 98 | 99 | 99 | -186 | -176 | 6 | 186 |
| -20 | 5 | 51 | 51 | -46 | -39 | 37 | 46 |
| -106 | -82 | 1 | 106 | -87 | -72 | 31 | 87 |
| -177 | -153 | 33 | 177 | -80 | -59 | 60 | 80 |
| -13 | 57 | 111 | 111 | -7 | 61 | 127 | 127 |
| -112 | -1 | 13 | 112 | -38 | -17 | 81 | 81 |
| -11 | 109 | 177 | 177 | -6 | 93 | 131 | 131 |
| -16 | 46 | 71 | 71 | -21 | 28 | 75 | 75 |
| -58 | 14 | 49 | 58 | -72 | 10 | 38 | 72 |
| -84 | -37 | 11 | 84 | -101 | -91 | 36 | 101 |
| -38 | 94 | 96 | 96 | 0 | 26 | 131 | 131 |
| -35 | -20 | 69 | 69 | -42 | -2 | 55 | 55 |
| -65 | -56 | 30 | 65 | -55 | -6 | 24 | 55 |
| -47 | 55 | 55 | 55 | -99 | -57 | 5 | 99 |
| -55 | -40 | 18 | 55 | 1 | 64 | 120 | 120 |
| -27 | 15 | 60 | 60 | -11 | 99 | 108 | 108 |
| -46 | -10 | 100 | 100 | -53 | -34 | 52 | 53 |
| -20 | 160 | 169 | 169 | -104 | -44 | 19 | 104 |
| -5 | 26 | 47 | 47 | -94 | -78 | 10 | 94 |
| -36 | 24 | 45 | 45 | -52 | 22 | 34 | 52 |
| -95 | -54 | 0 | 95 | -44 | 50 | 78 | 78 |
| -4 | 84 | 144 | 144 | -120 | 28 | 43 | 120 |
| -21 | -20 | 56 | 56 | -67 | -20 | 30 | 67 |
| -16 | 125 | 133 | 133 | -37 | 77 | 100 | 100 |
| -19 | 40 | 71 | 71 | -20 | 74 | 110 | 110 |
| -145 | -98 | 0 | 145 | -26 | 80 | 120 | 120 |
| -26 | 37 | 58 | 58 | -3 | 155 | 159 | 159 |
| -54 | -6 | 38 | 54 | -28 | 4 | 32 | 32 |
| -79 | -28 | 6 | 79 | -24 | 8 | 86 | 86 |
| -90 | -77 | 11 | 90 | -75 | -33 | 21 | 75 |
| -11 | 33 | 98 | 98 | -46 | 49 | 51 | 51 |
| -116 | -98 | 3 | 116 | -27 | -24 | 103 | 103 |
| -87 | -40 | 6 | 87 | -83 | -74 | 6 | 83 |
| -57 | 5 | 25 | 57 | -128 | -47 | 2 | 128 |
| -45 | -5 | 24 | 45 | -33 | 91 | 97 | 97 |
| -2 | 80 | 97 | 97 | -73 | -34 | 47 | 73 |
| -74 | 22 | 34 | 74 | -34 | -4 | 36 | 36 |
| -27 | 31 | 49 | 49 | -35 | -25 | 35 | 35 |
| -4 | 84 | 97 | 97 | -13 | 46 | 81 | 81 |
| -35 | 26 | 43 | 43 | -21 | 48 | 98 | 98 |
| -181 | -171 | 4 | 181 | -48 | 3 | 27 | 48 |
| -38 | -9 | 27 | 38 | -35 | -7 | 34 | 35 |
| -37 | 73 | 84 | 84 | -76 | -59 | 14 | 76 |
| -9 | 194 | 209 | 209 | -1 | 116 | 173 | 173 |
| -14 | -6 | 65 | 65 | -54 | -26 | 28 | 54 |
| -21 | 60 | 88 | 88 | -6 | 24 | 90 | 90 |
| -56 | 39 | 40 | 56 | -40 | -1 | 44 | 44 |
| -7 | 92 | 95 | 95 | -121 | -98 | 43 | 121 |
| -89 | -65 | 1 | 89 | -6 | 45 | 70 | 70 |
| 0 | 117 | 125 | 125 | -38 | 57 | 76 | 76 |
| -72 | -42 | 22 | 72 | -103 | -92 | 13 | 103 |
| -54 | -44 | 69 | 69 | -46 | -24 | 27 | 46 |
| -38 | -36 | 37 | 38 | -28 | 22 | 60 | 60 |
| -94 | -21 | 11 | 94 | -63 | -53 | 4 | 63 |
| -12 | 53 | 102 | 102 | -15 | -5 | 56 | 56 |
| -52 | -22 | 28 | 52 | -64 | -36 | 40 | 64 |
| -119 | -111 | 36 | 119 | -14 | 109 | 111 | 111 |
| -54 | -15 | 36 | 54 | -83 | -27 | 15 | 83 |
| -58 | 36 | 50 | 58 | -40 | 36 | 51 | 51 |
| -100 | -34 | 14 | 100 | -149 | -148 | 58 | 149 |
| -31 | 40 | 59 | 59 | -80 | -30 | 0 | 80 |
| -46 | 28 | 36 | 46 | -75 | -14 | 15 | 75 |
| -71 | -19 | 26 | 71 | -75 | -59 | 23 | 75 |
| -21 | 84 | 94 | 94 | -38 | 62 | 65 | 65 |
| -29 | 55 | 101 | 101 | -42 | -39 | 49 | 49 |
| -91 | -85 | 7 | 91 | -10 | 67 | 98 | 98 |
| -117 | -101 | 7 | 117 | -124 | -53 | 9 | 124 |
| -59 | -38 | 9 | 59 | -52 | 46 | 66 | 66 |
| -107 | -58 | 32 | 107 | -95 | -76 | 6 | 95 |
| -84 | -56 | 6 | 84 | -18 | 90 | 122 | 122 |
| -11 | 199 | 223 | 223 | -145 | -95 | 8 | 145 |
| -33 | 101 | 146 | 146 | -133 | -99 | 22 | 133 |
| -134 | -130 | 4 | 134 | -19 | 36 | 129 | 129 |
| -8 | 33 | 74 | 74 | -91 | -83 | 15 | 91 |
| -37 | 69 | 86 | 86 | -17 | -11 | 46 | 46 |
| -59 | 41 | 59 | 59 | -34 | -5 | 45 | 45 |
| -19 | 51 | 67 | 67 | -111 | -33 | 15 | 111 |
| -100 | -7 | 6 | 100 | -7 | 169 | 196 | 196 |
| -79 | -53 | 46 | 79 | -203 | -163 | 3 | 203 |
| -24 | 9 | 85 | 85 | -30 | 25 | 56 | 56 |
| -55 | -38 | 40 | 55 | -123 | -72 | 19 | 123 |
| -97 | -93 | 44 | 97 | -53 | -27 | 40 | 53 |
| -62 | -15 | 24 | 62 | -154 | -103 | 3 | 154 |
| -30 | -24 | 35 | 35 | -71 | -8 | 36 | 71 |
| -56 | -39 | 18 | 56 | -45 | 17 | 35 | 45 |
| -28 | 30 | 65 | 65 | -32 | 60 | 61 | 61 |
| -65 | -59 | 20 | 65 | -98 | 3 | 18 | 98 |
| -26 | 36 | 59 | 59 | -22 | 38 | 65 | 65 |
| -96 | -48 | 16 | 96 | -14 | 6 | 61 | 61 |
| -4 | 101 | 110 | 110 | -40 | -9 | 41 | 41 |
| -68 | -33 | 31 | 68 | -9 | 15 | 76 | 76 |
| -61 | -31 | 11 | 61 | -40 | -3 | 50 | 50 |
| -59 | -6 | 34 | 59 | -208 | -178 | 5 | 208 |
| -5 | 101 | 107 | 107 | -69 | -65 | 18 | 69 |
| -120 | -66 | 31 | 120 | -61 | 24 | 45 | 61 |
| -10 | 129 | 131 | 131 | -31 | 63 | 100 | 100 |
| -122 | -109 | 5 | 122 | -31 | 17 | 45 | 45 |
| -130 | -69 | 6 | 130 | -55 | -33 | 27 | 55 |
| -108 | -105 | 8 | 108 | -7 | 41 | 74 | 74 |
| -18 | 75 | 119 | 119 | -12 | 45 | 62 | 62 |
| -28 | -15 | 39 | 39 | -65 | -13 | 19 | 65 |
| -37 | -5 | 33 | 37 | -21 | 301 | 303 | 303 |
| -19 | 65 | 77 | 77 | -44 | 1 | 45 | 45 |
| -127 | -82 | 5 | 127 | -9 | 48 | 83 | 83 |
| -2 | 126 | 126 | 126 | -52 | -32 | 28 | 52 |
| -79 | 75 | 87 | 87 | -87 | -53 | 7 | 87 |
| -107 | -85 | 28 | 107 | -31 | 7 | 43 | 43 |
| -52 | -44 | 75 | 75 | -112 | -112 | 26 | 112 |
| -119 | -93 | 12 | 119 | -11 | 43 | 110 | 110 |
| -5 | 102 | 145 | 145 | -60 | -46 | 42 | 60 |
| -42 | 60 | 109 | 109 | -24 | 14 | 58 | 58 |
| -13 | 61 | 107 | 107 | -117 | -115 | 49 | 117 |
| -72 | -71 | 22 | 72 | -48 | -15 | 19 | 48 |
| -34 | -17 | 52 | 52 | -11 | 37 | 75 | 75 |
| -24 | 57 | 68 | 68 | -73 | 83 | 99 | 99 |
| -91 | -21 | 8 | 91 | -15 | -15 | 45 | 45 |
| -28 | 35 | 65 | 65 | -50 | -47 | 28 | 50 |
| -97 | -12 | 4 | 97 | -42 | -42 | 55 | 55 |
| -44 | 107 | 111 | 111 | -56 | -51 | 50 | 56 |
| -25 | 98 | 120 | 120 | -29 | 14 | 61 | 61 |
| -10 | 34 | 65 | 65 | -63 | -50 | 21 | 63 |
| -52 | 21 | 50 | 52 | -18 | 31 | 92 | 92 |
| -1 | 102 | 107 | 107 | -4 | 74 | 79 | 79 |
| 1 | 61 | 87 | 87 | -24 | 19 | 87 | 87 |
| -95 | -73 | 5 | 95 | -58 | -33 | 44 | 58 |
| -1 | 244 | 247 | 247 | -137 | -126 | 15 | 137 |
| -37 | 87 | 95 | 95 | -38 | 25 | 54 | 54 |
| -34 | 51 | 71 | 71 | -34 | -31 | 37 | 37 |
| -36 | -28 | 21 | 36 | -78 | -46 | 5 | 78 |
| -37 | 57 | 75 | 75 | -143 | -131 | 26 | 143 |
| -58 | 49 | 62 | 62 | -44 | -11 | 20 | 44 |
| -43 | -29 | 44 | 44 | -6 | 143 | 151 | 151 |
| -34 | -21 | 35 | 35 | -18 | 51 | 66 | 66 |
| -85 | -14 | 9 | 85 | -59 | -28 | 26 | 59 |
| -66 | -50 | 46 | 66 | -108 | -100 | 9 | 108 |
| -94 | -81 | 9 | 94 | -60 | 91 | 93 | 93 |
| -27 | 62 | 64 | 64 | -34 | -24 | 51 | 51 |
| -63 | 22 | 27 | 63 | -10 | 16 | 74 | 74 |
| -89 | -67 | 42 | 89 | -10 | 41 | 111 | 111 |
| -158 | -128 | 3 | 158 | -18 | 132 | 162 | 162 |
| -198 | -198 | -1 | 198 | -56 | 0 | 44 | 56 |
| -78 | -75 | 37 | 78 | -94 | -87 | 55 | 94 |
| -60 | 10 | 45 | 60 | -36 | 42 | 44 | 44 |
| -29 | 71 | 105 | 105 | -29 | 47 | 62 | 62 |
| -69 | -25 | 25 | 69 | -129 | -129 | 15 | 129 |
| -85 | -58 | 12 | 85 | -87 | 12 | 25 | 87 |
| -33 | 136 | 149 | 149 | -85 | 48 | 58 | 85 |
| -28 | -9 | 59 | 59 | -55 | 37 | 53 | 55 |
| -44 | -39 | 39 | 44 | -93 | -63 | 48 | 93 |
| -162 | -124 | 39 | 162 | -132 | -114 | 14 | 132 |
| -5 | 113 | 153 | 153 | -29 | 9 | 54 | 54 |
| -56 | -44 | 86 | 86 | -51 | 78 | 120 | 120 |
