| min | final | max | max abs |
| -82 | 32 | 40 | 82 |
| -60 | 20 | 33 | 60 |
| -40 | 90 | 98 | 98 |
| -82 | -64 | 28 | 82 |
| -16 | 40 | 53 | 53 |
| -103 | -68 | 31 | 103 |
| -23 | 24 | 49 | 49 |
| -67 | -14 | 20 | 67 |
| -78 | -36 | 4 | 78 |
| -45 | 54 | 55 | 55 |
| -76 | -24 | 16 | 76 |
| -111 | -88 | 19 | 111 |
| -60 | -38 | 20 | 60 |
| -5 | 100 | 127 | 127 |
| -31 | 10 | 41 | 41 |
| -53 | -36 | 67 | 67 |
| -5 | 72 | 82 | 82 |
| -128 | -102 | 4 | 128 |
| -79 | -22 | 13 | 79 |
| -32 | -30 | 75 | 75 |
| -91 | -64 | -1 | 91 |
| -9 | 80 | 107 | 107 |
| -61 | -30 | 36 | 61 |
| -64 | 46 | 56 | 64 |
| -58 | -40 | 13 | 58 |
| -100 | -78 | 31 | 100 |
| -45 | -18 | 31 | 45 |
| -28 | -28 | 69 | 69 |
| -42 | 18 | 38 | 42 |
| -64 | 14 | 18 | 64 |
| -71 | -70 | 2 | 71 |
| -106 | -44 | 14 | 106 |
| -45 | 110 | 132 | 132 |
| -57 | -14 | 20 | 57 |
| -41 | 108 | 130 | 130 |
| -61 | 20 | 23 | 61 |
| -54 | 18 | 36 | 54 |
| -20 | 66 | 74 | 74 |
| -62 | -20 | 11 | 62 |
| -68 | -24 | 16 | 68 |
| -44 | 46 | 51 | 51 |
| -176 | -176 | 1 | 176 |
| -81 | -56 | 8 | 81 |
| -16 | -8 | 78 | 78 |
| -32 | 70 | 89 | 89 |
| -51 | -32 | 36 | 51 |
| -5 | 84 | 115 | 115 |
| -17 | 98 | 116 | 116 |
| -35 | -4 | 53 | 53 |
| -48 | -12 | 15 | 48 |
| -46 | 20 | 58 | 58 |
| -40 | 2 | 28 | 40 |
| -6 | 124 | 139 | 139 |
| -30 | 46 | 52 | 52 |
| -14 | 26 | 60 | 60 |
| -92 | -66 | 27 | 92 |
| -60 | -58 | 7 | 60 |
| -9 | 146 | 151 | 151 |
| -24 | 6 | 74 | 74 |
| -75 | 4 | 18 | 75 |
| -87 | -58 | 27 | 87 |
| -21 | 4 | 26 | 26 |
| -52 | -28 | 24 | 52 |
| -12 | 72 | 128 | 128 |
| -71 | 26 | 44 | 71 |
| -21 | 34 | 40 | 40 |
| -38 | -30 | 37 | 38 |
| -11 | 44 | 52 | 52 |
| -145 | -136 | 24 | 145 |
| -27 | 28 | 67 | 67 |
| -69 | -50 | 62 | 69 |
| -39 | 106 | 106 | 106 |
| -4 | 40 | 64 | 64 |
| -4 | 126 | 157 | 157 |
| -92 | -76 | 5 | 92 |
| -34 | 28 | 33 | 34 |
| -29 | -18 | 46 | 46 |
| -42 | 4 | 50 | 50 |
| -147 | -126 | 9 | 147 |
| -75 | -34 | 26 | 75 |
| -35 | -32 | 65 | 65 |
| -11 | 22 | 52 | 52 |
| -26 | 66 | 89 | 89 |
| -50 | 2 | 21 | 50 |
| -57 | -18 | 34 | 57 |
| -116 | -94 | 35 | 116 |
| -51 | 38 | 58 | 58 |
| -5 | 122 | 166 | 166 |
| -130 | -128 | 10 | 130 |
| -24 | 30 | 36 | 36 |
| -19 | 112 | 128 | 128 |
| -99 | -96 | 1 | 99 |
| -95 | -60 | 36 | 95 |
| -31 | 86 | 90 | 90 |
| -106 | -96 | 8 | 106 |
| -20 | 102 | 126 | 126 |
| -10 | 128 | 129 | 129 |
| -12 | 28 | 55 | 55 |
| -39 | -10 | 39 | 39 |
| -19 | 8 | 75 | 75 |
| -36 | 54 | 59 | 59 |
| -41 | 12 | 24 | 41 |
| -100 | -40 | 12 | 100 |
| -63 | -58 | 12 | 63 |
| -63 | -6 | 37 | 63 |
| -14 | 30 | 50 | 50 |
| -7 | 56 | 119 | 119 |
| -37 | 20 | 29 | 37 |
| -42 | 16 | 18 | 42 |
| -56 | -52 | 26 | 56 |
| -3 | 42 | 69 | 69 |
| -45 | -20 | 33 | 45 |
| -24 | 100 | 102 | 102 |
| -45 | 12 | 38 | 45 |
| -23 | -2 | 46 | 46 |
| -17 | 42 | 56 | 56 |
| -68 | -62 | 8 | 68 |
| -51 | -44 | 55 | 55 |
| -111 | -78 | 4 | 111 |
| -25 | 54 | 123 | 123 |
| -50 | -18 | 27 | 50 |
| -94 | -58 | 40 | 94 |
| -59 | -14 | 34 | 59 |
| -120 | -80 | 23 | 120 |
| -44 | -38 | 33 | 44 |
| -32 | 80 | 82 | 82 |
| -84 | -62 | 30 | 84 |
| -19 | 30 | 36 | 36 |
| -82 | -16 | 22 | 82 |
| -31 | 14 | 49 | 49 |
| -5 | 86 | 130 | 130 |
| -12 | 32 | 53 | 53 |
| -36 | 16 | 62 | 62 |
| -59 | 18 | 19 | 59 |
| -6 | 84 | 91 | 91 |
| -22 | 14 | 38 | 38 |
| -136 | -118 | 14 | 136 |
| -116 | -112 | 20 | 116 |
| -50 | 16 | 20 | 50 |
| -6 | 74 | 74 | 74 |
| -54 | 40 | 67 | 67 |
| -30 | 76 | 83 | 83 |
| -83 | 34 | 35 | 83 |
| -3 | 58 | 82 | 82 |
| -15 | 34 | 55 | 55 |
| -31 | -2 | 38 | 38 |
| -6 | 136 | 165 | 165 |
| -29 | 20 | 71 | 71 |
| -1 | 80 | 81 | 81 |
| -64 | 44 | 68 | 68 |
| -53 | 52 | 87 | 87 |
| -94 | -16 | 20 | 94 |
| -92 | -84 | 27 | 92 |
| -107 | -104 | 15 | 107 |
| -36 | 42 | 62 | 62 |
| -25 | 4 | 53 | 53 |
| -74 | -52 | 2 | 74 |
| -36 | 26 | 51 | 51 |
| -57 | -38 | 44 | 57 |
| -97 | -90 | 18 | 97 |
| -62 | 96 | 103 | 103 |
| -67 | 8 | 20 | 67 |
| -51 | -34 | 32 | 51 |
| -35 | 0 | 56 | 56 |
| -20 | 64 | 87 | 87 |
| -90 | -76 | 4 | 90 |
| -9 | 70 | 92 | 92 |
| -39 | 64 | 69 | 69 |
| -6 | 20 | 64 | 64 |
| -76 | -58 | 10 | 76 |
| -13 | 88 | 89 | 89 |
| -19 | -10 | 105 | 105 |
| -31 | 60 | 106 | 106 |
| -22 | 42 | 67 | 67 |
| -47 | 16 | 29 | 47 |
| -44 | -12 | 37 | 44 |
| -15 | 2 | 46 | 46 |
| -133 | -52 | 7 | 133 |
| -3 | 94 | 117 | 117 |
| -46 | 28 | 38 | 46 |
| -90 | -46 | 7 | 90 |
| -137 | -136 | 3 | 137 |
| -4 | 56 | 73 | 73 |
| -20 | 24 | 50 | 50 |
| -35 | -26 | 15 | 35 |
| -52 | 28 | 52 | 52 |
| -92 | -74 | 46 | 92 |
| -44 | 78 | 90 | 90 |
| -28 | -8 | 48 | 48 |
| -109 | -78 | 9 | 109 |
| -50 | -6 | 17 | 50 |
| -78 | -10 | 26 | 78 |
| -21 | 18 | 51 | 51 |
| -6 | 50 | 78 | 78 |
| -41 | 72 | 75 | 75 |
| -57 | -52 | 37 | 57 |
| -65 | -32 | 17 | 65 |
| -6 | 6 | 94 | 94 |
| -6 | 108 | 127 | 127 |
| -40 | 4 | 22 | 40 |
| -43 | 28 | 50 | 50 |
| -65 | 20 | 34 | 65 |
| -67 | 66 | 69 | 69 |
| -20 | 152 | 155 | 155 |
| -104 | -52 | -1 | 104 |
| -51 | 40 | 40 | 51 |
| -52 | -46 | 31 | 52 |
| -80 | -78 | 18 | 80 |
| -39 | -24 | 16 | 39 |
| -34 | 48 | 62 | 62 |
| -41 | -32 | 28 | 41 |
| -49 | -28 | 9 | 49 |
| -16 | 36 | 53 | 53 |
| -50 | 6 | 27 | 50 |
| -133 | -106 | 1 | 133 |
| -170 | -156 | -1 | 170 |
| -46 | 36 | 38 | 46 |
| -69 | -46 | 4 | 69 |
| -61 | 8 | 23 | 61 |
| -85 | -38 | 58 | 85 |
| -45 | -22 | 50 | 50 |
| -12 | -2 | 42 | 42 |
| -14 | 118 | 120 | 120 |
| -87 | -82 | 26 | 87 |
| -22 | 10 | 25 | 25 |
| -25 | 72 | 90 | 90 |
| -1 | 34 | 84 | 84 |
| -52 | 8 | 21 | 52 |
| -16 | 44 | 64 | 64 |
| -29 | -10 | 31 | 31 |
| -69 | -28 | 32 | 69 |
| -43 | 66 | 66 | 66 |
| -9 | 170 | 176 | 176 |
| -45 | -6 | 52 | 52 |
| -51 | -28 | 20 | 51 |
| -29 | 16 | 40 | 40 |
| -58 | 50 | 74 | 74 |
| -13 | 14 | 53 | 53 |
| -113 | -102 | 2 | 113 |
| -65 | 0 | 20 | 65 |
| -151 | -122 | 2 | 151 |
| -65 | -22 | 19 | 65 |
| -90 | -82 | 11 | 90 |
| -17 | 46 | 77 | 77 |
| -82 | 116 | 124 | 124 |
| -50 | 18 | 22 | 50 |
| -10 | 26 | 73 | 73 |
| -24 | -4 | 30 | 30 |
| -1 | 138 | 162 | 162 |
| -19 | 24 | 67 | 67 |
| -125 | -114 | 3 | 125 |
| -12 | 28 | 43 | 43 |
| -95 | -82 | 22 | 95 |
| -104 | -80 | 10 | 104 |
| -48 | -14 | 0 | 48 |
| -106 | -94 | 10 | 106 |
| -23 | 112 | 125 | 125 |
| -75 | 24 | 38 | 75 |
| -4 | 80 | 139 | 139 |
| -72 | -50 | 9 | 72 |
| -47 | 38 | 56 | 56 |
| -24 | 96 | 116 | 116 |
| -56 | -10 | 12 | 56 |
| -63 | -52 | 41 | 63 |
| -7 | 44 | 122 | 122 |
| -49 | -44 | 50 | 50 |
| -20 | 38 | 100 | 100 |
| -4 | 18 | 61 | 61 |
| -3 | 48 | 93 | 93 |
| -14 | 108 | 117 | 117 |
| -32 | 62 | 71 | 71 |
| -38 | 12 | 32 | 38 |
| -80 | -68 | 9 | 80 |
| -18 | 44 | 105 | 105 |
| -2 | 32 | 75 | 75 |
| -83 | -58 | 8 | 83 |
| -67 | -14 | 39 | 67 |
| -147 | -146 | 3 | 147 |
| -41 | 62 | 68 | 68 |
| -86 | -62 | 12 | 86 |
| -116 | -68 | 16 | 116 |
| -11 | 28 | 76 | 76 |
| -44 | 102 | 147 | 147 |
| -48 | -38 | 11 | 48 |
| -28 | 56 | 59 | 59 |
| -15 | 36 | 59 | 59 |
| -47 | 4 | 46 | 47 |
| -119 | -118 | 4 | 119 |
| -83 | -80 | 33 | 83 |
| -70 | -36 | 1 | 70 |
| -8 | 28 | 55 | 55 |
| -31 | 56 | 62 | 62 |
| -108 | -60 | 12 | 108 |
| -14 | 60 | 70 | 70 |
| -30 | 14 | 33 | 33 |
| -30 | -6 | 39 | 39 |
| -37 | 22 | 77 | 77 |
| -117 | -114 | 27 | 117 |
| -48 | -4 | 15 | 48 |
| -17 | 20 | 66 | 66 |
| -27 | 28 | 37 | 37 |
| -39 | -30 | 70 | 70 |
| -64 | 8 | 46 | 64 |
| -23 | -2 | 59 | 59 |
| -20 | 38 | 53 | 53 |
| -15 | -10 | 55 | 55 |
| -99 | -68 | 45 | 99 |
| -97 | -84 | 25 | 97 |
| -32 | -24 | 27 | 32 |
| -69 | -46 | 6 | 69 |
| -8 | 56 | 81 | 81 |
| 1 | 122 | 127 | 127 |
| -76 | -58 | 18 | 76 |
| -10 | 28 | 86 | 86 |
| -11 | 76 | 116 | 116 |
| -38 | -4 | 23 | 38 |
| -33 | 22 | 48 | 48 |
| -12 | 24 | 41 | 41 |
| -103 | -84 | 27 | 103 |
| -27 | 68 | 74 | 74 |
| -28 | -20 | 31 | 31 |
| -13 | -2 | 53 | 53 |
| -92 | -46 | 22 | 92 |
| -21 | 70 | 91 | 91 |
| -31 | -24 | 64 | 64 |
| -30 | 42 | 46 | 46 |
| -80 | -52 | 21 | 80 |
| -116 | -114 | 11 | 116 |
| -95 | 48 | 52 | 95 |
| -97 | -26 | 23 | 97 |
| -26 | 122 | 126 | 126 |
| -35 | 30 | 46 | 46 |
| -4 | 46 | 71 | 71 |
| -65 | -28 | 66 | 66 |
| -100 | -82 | 28 | 100 |
| -142 | -82 | 26 | 142 |
| -65 | 28 | 35 | 65 |
| -8 | 114 | 119 | 119 |
| 1 | 46 | 106 | 106 |
| -88 | -88 | 7 | 88 |
| -62 | -54 | 7 | 62 |
| -93 | -74 | 17 | 93 |
| -16 | 12 | 66 | 66 |
| -32 | 50 | 59 | 59 |
| -50 | 12 | 43 | 50 |
| -23 | 16 | 75 | 75 |
| -47 | -12 | 33 | 47 |
| -80 | -32 | 2 | 80 |
| -27 | -6 | 54 | 54 |
| -62 | -28 | 13 | 62 |
| -16 | 92 | 106 | 106 |
| -14 | 36 | 79 | 79 |
| -44 | -42 | 33 | 44 |
| -18 | 30 | 40 | 40 |
| -71 | -10 | 19 | 71 |
| -80 | -64 | 6 | 80 |
| -18 | 34 | 92 | 92 |
| -92 | -68 | 49 | 92 |
| -22 | 28 | 55 | 55 |
| -121 | -116 | 19 | 121 |
| -60 | -20 | 20 | 60 |
| -16 | 8 | 57 | 57 |
| -49 | -12 | 13 | 49 |
| -67 | 0 | 41 | 67 |
| -79 | 14 | 23 | 79 |
| -21 | 36 | 37 | 37 |
| -186 | -182 | 17 | 186 |
| -115 | -112 | 50 | 115 |
| -4 | 118 | 120 | 120 |
| -26 | 8 | 34 | 34 |
| -54 | 10 | 44 | 54 |
| -47 | 6 | 41 | 47 |
| -26 | -4 | 49 | 49 |
| -46 | -26 | 54 | 54 |
| -31 | 128 | 129 | 129 |
| -38 | 46 | 61 | 61 |
| -15 | 120 | 141 | 141 |
| -33 | -28 | 30 | 33 |
| 0 | 24 | 89 | 89 |
| -52 | -48 | 30 | 52 |
| -39 | -6 | 14 | 39 |
| -70 | -14 | 27 | 70 |
| -5 | 64 | 103 | 103 |
| -7 | 50 | 62 | 62 |
| -67 | -64 | 0 | 67 |
| -102 | -62 | 11 | 102 |
| -44 | 58 | 74 | 74 |
| -53 | -40 | 25 | 53 |
| -47 | 46 | 79 | 79 |
| -88 | -82 | 15 | 88 |
| -57 | 50 | 56 | 57 |
| -40 | -10 | 30 | 40 |
| -46 | 38 | 47 | 47 |
| -40 | -36 | 52 | 52 |
| -35 | 2 | 86 | 86 |
| -48 | 20 | 27 | 48 |
| -99 | 12 | 35 | 99 |
| -52 | -30 | 29 | 52 |
| -150 | -134 | 20 | 150 |
| -17 | 0 | 75 | 75 |
| -41 | -16 | 8 | 41 |
| -21 | 30 | 54 | 54 |
| -61 | -20 | 12 | 61 |
| -21 | 2 | 52 | 52 |
| -115 | -100 | 10 | 115 |
| -65 | 10 | 26 | 65 |
| -55 | -4 | 22 | 55 |
| -103 | -90 | 18 | 103 |
| -87 | -38 | 10 | 87 |
| -60 | -26 | 37 | 60 |
| -104 | -30 | 26 | 104 |
| -25 | 48 | 54 | 54 |
| -29 | 16 | 54 | 54 |
| -82 | -50 | 36 | 82 |
| -77 | -8 | 54 | 77 |
| -3 | 64 | 118 | 118 |
| -73 | -28 | 1 | 73 |
| -3 | 22 | 54 | 54 |
| -64 | 36 | 62 | 64 |
| -57 | -26 | 2 | 57 |
| -11 | 60 | 62 | 62 |
| -31 | 4 | 33 | 33 |
| -33 | -18 | 62 | 62 |
| -57 | 70 | 89 | 89 |
| -64 | -22 | 1 | 64 |
| -170 | -128 | 27 | 170 |
| -29 | 24 | 49 | 49 |
| -136 | -96 | 17 | 136 |
| -70 | -58 | 3 | 70 |
| -58 | -34 | 14 | 58 |
| -60 | 20 | 55 | 60 |
| -154 | -144 | 12 | 154 |
| -35 | 38 | 50 | 50 |
| -137 | -76 | 22 | 137 |
| -73 | -56 | 0 | 73 |
| -4 | 10 | 80 | 80 |
| -75 | -12 | 18 | 75 |
| -61 | 18 | 20 | 61 |
| -24 | 52 | 63 | 63 |
| -12 | 26 | 79 | 79 |
| -5 | 40 | 83 | 83 |
| -107 | -68 | 0 | 107 |
| -62 | -58 | 33 | 62 |
| -52 | -18 | 13 | 52 |
| -1 | 112 | 112 | 112 |
| -2 | 52 | 57 | 57 |
| -18 | 94 | 99 | 99 |
| -80 | 40 | 42 | 80 |
| -19 | -2 | 54 | 54 |
| -92 | 4 | 17 | 92 |
| -117 | -102 | 1 | 117 |
| -9 | 52 | 72 | 72 |
| -102 | -64 | 15 | 102 |
| -53 | -6 | 39 | 53 |
| -23 | 132 | 132 | 132 |
| -75 | 4 | 12 | 75 |
| -17 | 34 | 67 | 67 |
| -8 | 64 | 85 | 85 |
| -33 | -6 | 41 | 41 |
| -35 | 42 | 64 | 64 |
| -13 | 60 | 81 | 81 |
| -80 | -54 | 9 | 80 |
| 1 | 114 | 124 | 124 |
| -39 | 2 | 31 | 39 |
| -73 | -22 | 25 | 73 |
| -64 | 28 | 52 | 64 |
| -55 | 40 | 52 | 55 |
| -24 | 34 | 49 | 49 |
| -3 | 14 | 84 | 84 |
| -2 | 106 | 126 | 126 |
| -100 | -46 | 8 | 100 |
| -31 | 72 | 96 | 96 |
| -1 | 70 | 98 | 98 |
| -33 | 10 | 46 | 46 |
| -10 | 66 | 69 | 69 |
| -20 | 22 | 50 | 50 |
| -34 | -2 | 24 | 34 |
| -45 | -20 | 28 | 45 |
| -35 | 10 | 25 | 35 |
| -17 | 20 | 41 | 41 |
| -44 | 38 | 99 | 99 |
| -1 | 94 | 112 | 112 |
| -80 | -74 | 48 | 80 |
| -29 | 56 | 97 | 97 |
| -75 | -14 | 27 | 75 |
| -49 | 32 | 39 | 49 |
| -60 | -58 | 87 | 87 |
| -33 | 6 | 27 | 33 |
| -47 | -22 | 19 | 47 |
| -18 | 26 | 60 | 60 |
| -26 | 46 | 70 | 70 |
| -34 | 2 | 63 | 63 |
| -32 | 20 | 31 | 32 |
| -31 | -14 | 29 | 31 |
| -22 | 20 | 66 | 66 |
| -62 | -46 | 0 | 62 |
| -36 | 14 | 76 | 76 |
| -13 | 48 | 85 | 85 |
| -49 | 54 | 71 | 71 |
| -89 | -82 | 8 | 89 |
| -70 | 26 | 42 | 70 |
| -31 | 8 | 18 | 31 |
| -17 | 14 | 48 | 48 |
| -54 | -10 | 11 | 54 |
| -46 | -34 | 9 | 46 |
| -43 | 182 | 202 | 202 |
| -110 | -70 | 13 | 110 |
| -91 | -14 | 16 | 91 |
| -52 | -22 | 13 | 52 |
| -15 | 14 | 61 | 61 |
| -57 | -38 | 19 | 57 |
| -14 | 16 | 50 | 50 |
| -64 | -38 | 27 | 64 |
| -34 | -20 | 34 | 34 |
| -48 | 74 | 87 | 87 |
| -62 | 44 | 87 | 87 |
| -72 | -36 | 8 | 72 |
| -43 | -34 | 49 | 49 |
| -11 | 46 | 78 | 78 |
| -124 | -20 | 0 | 124 |
| -15 | 24 | 79 | 79 |
| -152 | -148 | 8 | 152 |
| 1 | 124 | 125 | 125 |
| -101 | -74 | 20 | 101 |
| -6 | 42 | 70 | 70 |
| -26 | 104 | 106 | 106 |
| -6 | 24 | 46 | 46 |
| -43 | -16 | 76 | 76 |
| -17 | 50 | 58 | 58 |
| -120 | -112 | 6 | 120 |
| -37 | 132 | 152 | 152 |
| -102 | -100 | 4 | 102 |
| -65 | -42 | 8 | 65 |
| -15 | 4 | 62 | 62 |
| -5 | 76 | 142 | 142 |
| -12 | 8 | 61 | 61 |
| -51 | 2 | 27 | 51 |
| -21 | 106 | 125 | 125 |
| -40 | 42 | 44 | 44 |
| -93 | -68 | 23 | 93 |
| -41 | 30 | 36 | 41 |
| -13 | 120 | 131 | 131 |
| -143 | -132 | 9 | 143 |
| -113 | -72 | 16 | 113 |
| -74 | -50 | 16 | 74 |
| -36 | -36 | 43 | 43 |
| -9 | 4 | 48 | 48 |
| -17 | 70 | 74 | 74 |
| -59 | -46 | 3 | 59 |
| -93 | -86 | 9 | 93 |
| -27 | 56 | 60 | 60 |
| -102 | -48 | 25 | 102 |
| -94 | -54 | 15 | 94 |
| -35 | 18 | 36 | 36 |
| -85 | -82 | 22 | 85 |
| -11 | 100 | 113 | 113 |
| -6 | 36 | 69 | 69 |
| -4 | 100 | 151 | 151 |
| -152 | -130 | 5 | 152 |
| -63 | -18 | 8 | 63 |
| -5 | 84 | 94 | 94 |
| -97 | -70 | 21 | 97 |
| -31 | -2 | 70 | 70 |
| -76 | -24 | 16 | 76 |
| -157 | -110 | 3 | 157 |
| -20 | 98 | 105 | 105 |
| -4 | 88 | 102 | 102 |
| -25 | -16 | 34 | 34 |
| -51 | -20 | 8 | 51 |
| -11 | 56 | 59 | 59 |
| -38 | 96 | 108 | 108 |
| -27 | 38 | 55 | 55 |
| -144 | -106 | 34 | 144 |
| -41 | -16 | 2 | 41 |
| -58 | -14 | 39 | 58 |
| -14 | 104 | 115 | 115 |
| -64 | -32 | 12 | 64 |
| -25 | 46 | 55 | 55 |
| -1 | 78 | 107 | 107 |
| -58 | -46 | 21 | 58 |
| -102 | -76 | 17 | 102 |
| -95 | -48 | 1 | 95 |
| -10 | 34 | 88 | 88 |
| -62 | 12 | 26 | 62 |
| -38 | -36 | 42 | 42 |
| -37 | 40 | 60 | 60 |
| -56 | -10 | 13 | 56 |
| -65 | -48 | 37 | 65 |
| -7 | 0 | 74 | 74 |
| -97 | -66 | 4 | 97 |
| -170 | -92 | 4 | 170 |
| -9 | 46 | 56 | 56 |
| -4 | 46 | 89 | 89 |
| -45 | 56 | 67 | 67 |
| -45 | 18 | 37 | 45 |
| -41 | 10 | 30 | 41 |
| -1 | 58 | 94 | 94 |
| -59 | -32 | 11 | 59 |
| -13 | 68 | 85 | 85 |
| -111 | -86 | 6 | 111 |
| -1 | 104 | 110 | 110 |
| -116 | -98 | 25 | 116 |
| -32 | -22 | 29 | 32 |
| -22 | 66 | 89 | 89 |
| -61 | 10 | 46 | 61 |
| -61 | -18 | 2 | 61 |
| -104 | -60 | 1 | 104 |
| -77 | -68 | 43 | 77 |
| -14 | 0 | 37 | 37 |
| -8 | 56 | 138 | 138 |
| -53 | 24 | 79 | 79 |
| -13 | 60 | 71 | 71 |
| -112 | -102 | 12 | 112 |
| -51 | -10 | 13 | 51 |
| -39 | -24 | 48 | 48 |
| -66 | -14 | 11 | 66 |
| -73 | -52 | 7 | 73 |
| -55 | -10 | 17 | 55 |
| -36 | 16 | 46 | 46 |
| -165 | -156 | 19 | 165 |
| -57 | -14 | 17 | 57 |
| -18 | 34 | 77 | 77 |
| 0 | 78 | 123 | 123 |
| -59 | -8 | 13 | 59 |
| -59 | 70 | 91 | 91 |
| -115 | -98 | 11 | 115 |
| -41 | -36 | 53 | 53 |
| -13 | 40 | 65 | 65 |
| -53 | 32 | 36 | 53 |
| -8 | 132 | 139 | 139 |
| -87 | -64 | 4 | 87 |
| -42 | 58 | 65 | 65 |
| -41 | -40 | 32 | 41 |
| -33 | 42 | 50 | 50 |
| -86 | -58 | 6 | 86 |
| -27 | 4 | 108 | 108 |
| -13 | 48 | 88 | 88 |
| -50 | -44 | 37 | 50 |
| -48 | -22 | 38 | 48 |
| -31 | -8 | 60 | 60 |
| -41 | -12 | 15 | 41 |
| -82 | -72 | 39 | 82 |
| -27 | 18 | 40 | 40 |
| -66 | -42 | 4 | 66 |
| -92 | -62 | 25 | 92 |
| 1 | 112 | 135 | 135 |
| -8 | 122 | 129 | 129 |
| -69 | -66 | 11 | 69 |
| -58 | -10 | 1 | 58 |
| -51 | -40 | 45 | 51 |
| -105 | -62 | 12 | 105 |
| -18 | 70 | 81 | 81 |
| -13 | 136 | 162 | 162 |
| -29 | 90 | 102 | 102 |
| -22 | 64 | 67 | 67 |
| -143 | -132 | 4 | 143 |
| -75 | -16 | 8 | 75 |
| -92 | -42 | 23 | 92 |
| -53 | -12 | 13 | 53 |
| -13 | 52 | 79 | 79 |
| -14 | 78 | 105 | 105 |
| -72 | -68 | 16 | 72 |
| -126 | -124 | 23 | 126 |
| -29 | 22 | 35 | 35 |
| -36 | -30 | 55 | 55 |
| -5 | 30 | 54 | 54 |
| -91 | -58 | 1 | 91 |
| -24 | 46 | 59 | 59 |
| -122 | -106 | 29 | 122 |
| -34 | 20 | 39 | 39 |
| -35 | -14 | 34 | 35 |
| -103 | -68 | 4 | 103 |
| -4 | 70 | 79 | 79 |
| -9 | 66 | 75 | 75 |
| -5 | 120 | 139 | 139 |
| -24 | 12 | 42 | 42 |
| -31 | 2 | 29 | 31 |
| -43 | 114 | 126 | 126 |
| -36 | 2 | 32 | 36 |
| -25 | 46 | 62 | 62 |
| -81 | -8 | 19 | 81 |
| -48 | -10 | 34 | 48 |
| -132 | -116 | 27 | 132 |
| -142 | -130 | -1 | 142 |
| -82 | -64 | 3 | 82 |
| -10 | 166 | 181 | 181 |
| -107 | -50 | 11 | 107 |
| -68 | -36 | 5 | 68 |
| -7 | 94 | 94 | 94 |
| 1 | 84 | 113 | 113 |
| -89 | -76 | 12 | 89 |
| -4 | 68 | 81 | 81 |
| -30 | -26 | 52 | 52 |
| -58 | -50 | 44 | 58 |
| -13 | 96 | 120 | 120 |
| -18 | 26 | 71 | 71 |
| -14 | 74 | 98 | 98 |
| -108 | -96 | 4 | 108 |
| -61 | -42 | 28 | 61 |
| -21 | 44 | 80 | 80 |
| -37 | 14 | 47 | 47 |
| -52 | 88 | 90 | 90 |
| -111 | -96 | 16 | 111 |
| -38 | 26 | 37 | 38 |
| -4 | 24 | 94 | 94 |
| -2 | 112 | 126 | 126 |
| -48 | -38 | 42 | 48 |
| -83 | -74 | 19 | 83 |
| -40 | -30 | 20 | 40 |
| -97 | -80 | 16 | 97 |
| -66 | -58 | 32 | 66 |
| -13 | 84 | 111 | 111 |
| -121 | -112 | 34 | 121 |
| -39 | -24 | 27 | 39 |
| -9 | 84 | 105 | 105 |
| -20 | 2 | 45 | 45 |
| -95 | -56 | 15 | 95 |
| -125 | -106 | 8 | 125 |
| -17 | 60 | 78 | 78 |
| -17 | -10 | 51 | 51 |
| -13 | 8 | 62 | 62 |
| -23 | 0 | 43 | 43 |
| -25 | 4 | 66 | 66 |
| -93 | -92 | 28 | 93 |
| -1 | 80 | 84 | 84 |
| 1 | 48 | 76 | 76 |
| -3 | 12 | 49 | 49 |
| -40 | 8 | 29 | 40 |
| -53 | -48 | 50 | 53 |
| -3 | 104 | 119 | 119 |
| -12 | 98 | 121 | 121 |
| -41 | -26 | 63 | 63 |
| -81 | -68 | 30 | 81 |
| -38 | 60 | 62 | 62 |
| -36 | 14 | 38 | 38 |
| -38 | -10 | 14 | 38 |
| -13 | 146 | 146 | 146 |
| -164 | -148 | 24 | 164 |
| -28 | 58 | 59 | 59 |
| -16 | 6 | 53 | 53 |
| -3 | 36 | 96 | 96 |
| -8 | 30 | 72 | 72 |
| -2 | 100 | 116 | 116 |
| -36 | 30 | 63 | 63 |
| -51 | -48 | 62 | 62 |
| -26 | 50 | 98 | 98 |
| -19 | 98 | 110 | 110 |
| -25 | -6 | 58 | 58 |
| -82 | -54 | 44 | 82 |
| -1 | 8 | 68 | 68 |
| -32 | -10 | 22 | 32 |
| -87 | -76 | 75 | 87 |
| -38 | 30 | 35 | 38 |
| -97 | -74 | 1 | 97 |
| -97 | -76 | 7 | 97 |
| -42 | 78 | 86 | 86 |
| -90 | -50 | 36 | 90 |
| -2 | 56 | 91 | 91 |
| -87 | -80 | 42 | 87 |
| -48 | -48 | 24 | 48 |
| -10 | 100 | 120 | 120 |
| -35 | 8 | 27 | 35 |
| -78 | -66 | 21 | 78 |
| -81 | -74 | 14 | 81 |
| -110 | -6 | 15 | 110 |
| -7 | 236 | 245 | 245 |
| -80 | 38 | 38 | 80 |
| -13 | 16 | 37 | 37 |
| -11 | 36 | 65 | 65 |
| -102 | -48 | 18 | 102 |
| -64 | -16 | 32 | 64 |
| -25 | 46 | 65 | 65 |
| -8 | 12 | 48 | 48 |
| -22 | 50 | 75 | 75 |
| -96 | -44 | 21 | 96 |
| -9 | 24 | 43 | 43 |
| -68 | -42 | 7 | 68 |
